id,naslov,sezona,zacetek,konec,vir,epizode,dolzina,stevilo_clenov,najljubsi,ocena,opis,oznaka 
185,Initial D First Stage,Spring 1998,1998,1998,Manga,26,25 min. per ep.,214776,6539,8.28,"Unlike his friends, Takumi Fujiwara is not particularly interested in cars, with little to no knowledge about the world of car enthusiasts and street racers. The son of a tofu shop owner, he is tasked...",PG-13
10588,Persona 4 the Animation,Fall 2011,2011,2012,Game,25,25 min. per ep.,214547,2071,7.53,"Yuu Narukami moves to Inaba, a seemingly quiet and ordinary town, where he quickly befriends the clumsy transfer student Yousuke Hanamura, the energetic Chie Satonaka, and the beautiful heiress Yukiko...",PG-13
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Spring 2020,2020,2020,Light novel,12,24 min. per ep.,214373,1604,7.51,"Most people would prefer being the protagonist of a world full of adventure, be it in a game or in another world. But, unfortunately, a certain girl is not so lucky. Regaining the memories of her past...",PG-13
37435,Carole &amp; Tuesday,Spring 2019,2019,2019,Original,24,22 min. per ep.,214223,2195,7.98,"It has been 50 years since mankind began its migration to the terraformed Mars, where they live in comfort due to advancements in AI. Carole lives in the metropolis of Alba City, working part-time by...",PG-13
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Summer 2016,2016,2016,Game,11,23 min. per ep.,213592,2630,7.51,"Hope&#039;s Peak Academy&#039;s unconventional class 77-B is about to have an even more eccentric addition: Chisa Yukizome, an alumna with the title of Super High School-Level Housekeeper—and their new homeroom...",R
4722,Skip Beat!,Fall 2008,2008,2009,Manga,25,24 min. per ep.,213486,5254,8.14,"Bright, diligent, and yet naïve 16-year-old Kyouko Mogami works hard to support the career and dreams of her childhood friend, crush, and rising pop icon, Shoutarou Fuwa. Toiling endlessly at burger j...",PG-13
10521,Working!!,Spring 2010,2011,2011,4-koma manga,13,24 min. per ep.,213290,2357,7.88,"The exciting antics of Wagnaria return as more ridiculous incidents occur, friendships are deepened, and new feelings are discovered. In addition to Souta Takanashi and his wacky co-workers, more ecce...",PG-13
15417,Gintama&#039;: Enchousen,Fall 2012,2012,2013,Manga,13,24 min. per ep.,210755,2421,9.04,"While Gintoki Sakata was away, the Yorozuya found themselves a new leader: Kintoki, Gintoki&#039;s golden-haired doppelganger. In order to regain his former position, Gintoki will need the help of those ar...",PG-13
35639,Just Because!,Fall 2017,2017,2017,Original,12,23 min. per ep.,210555,1004,7.3,"As another school year begins drawing to a close, the third-year high school students move steadily toward the next milestone of their lives: graduation. Among them are Mio Natsume, a girl burdened wi...",PG-13
29758,Taboo Tattoo,Summer 2016,2016,2016,Manga,12,24 min. per ep.,209046,190,5.8,"Seigi, a martial arts trained middle schooler, often feels driven to protect the weaker people around him. One day, he defends a homeless man against some punks, and the man gives him a strange tattoo...",R
16,Hachimitsu to Clover,Spring 2005,2005,2005,Manga,24,23 min. per ep.,208963,4060,8.07,"Yuuta Takemoto, a sophomore at an arts college, shares a cheap apartment with two seniors—the eccentric Shinobu Morita, who keeps failing to graduate due to his absenteeism, and the sensible Takumi Ma...",PG-13
34636,Ballroom e Youkoso,Summer 2017,2017,2017,Manga,24,24 min. per ep.,208495,2381,8.22,Tatara Fujita is a shy middle schooler who has no particular plan for the future. He has gotten through life by avoiding any kind of confrontation and blending in with the crowd. But blending in isn&#039;t...,PG-13
14829,Fate/kaleid liner Prisma☆Illya,Summer 2013,2013,2013,Manga,10,24 min. per ep.,207068,948,7.12,"Mage&#039;s Association members Rin Toosaka and Luviagelita &quot;Luvia&quot; Edelfelt are tasked with finding and retrieving seven Class Cards, medieval artifacts containing the life essence of legendary Heroic Spi...",PG-13
31376,Flying Witch,Spring 2016,2016,2016,Manga,12,23 min. per ep.,206530,1109,7.54,"In the witches&#039; tradition, when a practitioner turns 15, they must become independent and leave their home to study witchcraft. Makoto Kowata is one such apprentice witch who leaves her parents&#039; home...",PG-13
31952,Kono Bijutsubu ni wa Mondai ga Aru!,Summer 2016,2016,2016,Manga,12,24 min. per ep.,205682,553,7.27,"Mizuki Usami is a passionate member of her school&#039;s art club, but the club has a problem—Usami is the only member who takes her craft seriously! The lazy club president constantly sleeps through activ...",PG-13
387,Haibane Renmei,Fall 2002,2002,2002,Other,13,24 min. per ep.,204440,5736,7.99,"Born from a cocoon in the village of Old Home, a young Haibane—a being with a halo and small gray wings—awakens to a world she does not understand without memories of her past. Named Rakka for the dre...",PG-13
36633,Date A Live III,Winter 2019,2019,2019,Light novel,12,24 min. per ep.,204270,2495,7.13,"Shidou Itsuka carries on with his quest for Ratatoskr in finding Spirits and trying to seal their powers, all while maintaining his relationships with the ones he had already sealed. Moreover, as new...",R
6811,InuYasha: Kanketsu-hen,Fall 2009,2009,2010,Manga,26,24 min. per ep.,203764,2005,8.23,"Thwarted again by Naraku, Inuyasha, Kagome Higurashi, and their friends must continue their hunt for the few remaining Shikon Jewel shards, lest they fully form into a corrupted jewel at the hands of...",PG-13
4725,Ga-Rei: Zero,Fall 2008,2008,2008,Manga,12,23 min. per ep.,202642,3371,7.64,"In Japan, there exists a government agency known as the Supernatural Disaster Countermeasures Division (SDCD), whose duty is to protect the citizens from creatures unseen. They are able to dispatch th...",R
37475,Kishuku Gakkou no Juliet,Fall 2018,2018,2018,Manga,12,24 min. per ep.,202482,1345,7.48,"We lay our scene in the fair Dahlia Academy, where two countries, both alike in dignity, come together; the &quot;Black Doggies&quot; of the Eastern Nation of Touwa and &quot;White Cats&quot; of the Principality of West...",PG-13
2246,Mononoke,Summer 2007,2007,2007,Original,12,22 min. per ep.,201661,5402,8.42,"The &quot;Medicine Seller&quot; is a deadly and mysterious master of the occult who travels across feudal Japan in search of malevolent spirits called &quot;mononoke&quot; to slay. When he locates one of these spirits, h...",R
10568,Kamisama no Memochou,Summer 2011,2011,2011,Light novel,12,26 min. per ep.,201417,790,7.54,"Narumi Fujishima may seem like a normal high school student at first glance, but in reality he is a pessimistic outsider. Due to his father&#039;s work, he had to constantly transfer schools, and thus he h...",R
38572,Assassins Pride,Fall 2019,2019,2019,Light novel,12,24 min. per ep.,201235,643,5.96,"On the brink of extinction, mankind has downsized and now solely resides in the city-state of Flandore, living in cities encased by glass domes. Beyond the domes exist vicious lycanthropes who thrive...",PG-13
6773,Shakugan no Shana III (Final),Fall 2011,2011,2012,Light novel,24,23 min. per ep.,201067,1159,7.57,Yuji disappeared the fateful night he was supposed to choose between a life combating evil by Shana&#039;s side or as a normal teenager. He returns from near-death to lead the Crimson Denizens in a dubious...,PG-13
34279,Grancrest Senki,Winter 2018,2018,2018,Light novel,24,23 min. per ep.,200337,895,7.26,The continent of Atlatan once again finds itself devoured by the flames of war after a horrific event known as the Great Hall Tragedy. What was supposed to be a joyful occasion that would establish pe...,R
36028,Golden Kamuy,Spring 2018,2018,2018,Manga,12,23 min. per ep.,199303,1431,7.81,"In early 1900s Hokkaido after the Russo-Japanese war, Saichi Sugimoto tirelessly pans for gold. Nicknamed &quot;Sugimoto the Immortal&quot; for his death-defying acts in battle, the ex-soldier seeks fortune in...",R
19111,Love Live! School Idol Project 2nd Season,Spring 2014,2014,2014,Other,13,23 min. per ep.,198445,2890,7.82,"Otonokizaka High School has been saved! Despite having to withdraw from the Love Live!, the efforts of μ&#039;s were able to garner enough interest in their school to prevent it from being shut down. What...",PG-13
39710,Yesterday wo Utatte,Spring 2020,2020,2020,Manga,12,23 min. per ep.,197202,916,7.07,"Rikuo Uozumi has all but resigned himself to a bleak future, aimlessly working at a convenience store in Tokyo after graduating from college. His monotonous life is interrupted when the peculiar Haru...",PG-13
36793,3D Kanojo: Real Girl,Spring 2018,2018,2018,Manga,12,22 min. per ep.,197099,948,6.78,"For Hikari Tsutsui, life within the two-dimensional realm is much simpler. Socially inept and awkward, he immerses himself in video games and anime, only to be relentlessly ridiculed and ostracized by...",PG-13
19769,Mahou Sensou,Winter 2014,2014,2014,Light novel,12,24 min. per ep.,196832,311,6.04,"The world as we know it is actually just half the story, as Takeshi Nanase finds out abruptly one summer morning. On his way to kendo practice, Takeshi comes across an unconscious girl in a uniform he...",PG-13
5300,Zoku Natsume Yuujinchou,Winter 2009,2009,2009,Manga,13,24 min. per ep.,195341,1406,8.57,"As with its prequel, Zoku Natsume Yuujinchou is about Takashi Natsume, a boy who has had the ability to see youkai since he was young, and his bodyguard youkai Madara, nicknamed Nyanko-sensei. Natsume...",PG-13
34176,Zero kara Hajimeru Mahou no Sho,Spring 2017,2017,2017,Light novel,12,24 min. per ep.,195309,549,7.11,"In a world of constant war between humans and witches, there exist the &quot;beastfallen&quot;—cursed humans born with the appearance and strength of an animal. Their physical prowess and bestial nature cause t...",PG-13
60,Chrno Crusade,Fall 2003,2003,2004,Manga,24,23 min. per ep.,195308,2049,7.66,"The 1920s was a decade of great change and upheaval, with monstrous demons appearing across America. To combat this menace, the holy organization known as the Order of Magdalene was established. The o...",R
12467,Nazo no Kanojo X,Spring 2012,2012,2012,Manga,13,24 min. per ep.,194670,1769,7.26,"Every girl is a mystery when you&#039;re a 16-year-old boy, but Mikoto Urabe is in another league. She carries scissors hidden in her panties. She sleeps on her desk every day. She seems to have no friends...",R
10379,Natsume Yuujinchou San,Summer 2011,2011,2011,Manga,13,24 min. per ep.,194471,1258,8.6,"Natsume Yuujinchou San follows Takashi Natsume, a boy who is able to see youkai. Natsume and his bodyguard Madara, nicknamed Nyanko-sensei, continue on their quest to release youkai from their contrac...",PG-13
5258,Hajime no Ippo: New Challenger,Winter 2009,2009,2009,Manga,26,23 min. per ep.,194148,1559,8.67,"Japanese Featherweight Champion Ippo Makunouchi has successfully defended and retained his title. Meanwhile, his rival, Ichirou Miyata, has resurfaced in Japan, aiming for his own Featherweight belt i...",PG-13
19775,Sidonia no Kishi,Spring 2014,2014,2014,Manga,12,24 min. per ep.,193628,1408,7.7,"After destroying Earth many years ago, the alien race Gauna has been pursuing the remnants of humanity—which, having narrowly escaped, fled across the galaxy in a number of giant seed ships. In the ye...",R
20847,Seitokai Yakuindomo,Summer 2010,2014,2014,4-koma manga,13,24 min. per ep.,193580,3028,7.75,"They say that the more things change, the more they stay the same, and those words could not be more true for the student council of Ousai Private Academy. Though an entire year has passed—bringing th...",R
177,Tsubasa Chronicle,Spring 2005,2005,2005,Manga,26,25 min. per ep.,192451,2264,7.56,"During an excavation at the mysterious ruins in Clow Country, Syaoran discovers his childhood friend Princess Sakura appear on the site with wings that disperse into many feathers. As the feather&#039;s di...",PG-13
34914,New Game!,Summer 2016,2017,2017,4-koma manga,12,24 min. per ep.,192080,2481,7.77,"​It has been a year since Aoba Suzukaze started working at the Eagle Jump game company. In that time, she and her eccentric coworkers in the character design department have worked hard to release the...",PG-13
1222,Bokura ga Ita,Summer 2006,2006,2006,Manga,26,25 min. per ep.,191454,2126,7.33,"Going into her first year of high school, Nanami Takahashi is filled with the hope of making many new friends. After meeting the shy Yuri Yamamoto, she hears about a popular boy in their class: Yano M...",PG-13
13535,Binbougami ga!,Summer 2012,2012,2012,Manga,13,23 min. per ep.,191228,1164,7.73,"Ichiko Sakura lives life on easy mode. Blessed with good fortune, she has everything she has ever wanted, including beauty, intelligence, and wealth. Momiji Binboda is a goddess of poverty. In stark c...",PG-13
